text,label
"Project Update: Hello, I'll be out of office next week for vacation. Best,",ham
"Vacation: Just checking in, Can you review my pull request when you have a moment? Thanks,",ham
"Meeting: Just checking in, Can you review my pull request when you have a moment? Thanks,",ham
URGENT: Attention! Exclusive offer: Get a free iPhone if you complete this survey. Unsubscribe here.,spam
"Loan Offer: Dear Customer, Invest in Bitcoin now and double your money in 24 hours. Act immediately!",spam
"Invoice: Just checking in, Are we still on for the meeting at 10 AM tomorrow? Cheers,",ham
"Verify Account: Congratulations! You have won a lottery prize of $5,000,000! Click here to claim. Act immediately!",spam
"Winner!: Hello Friend, Lose 10 lbs in 2 days with this miracle pill! Act immediately!",spam
"Meeting: Just checking in, Can you review my pull request when you have a moment? See you soon,",ham
"Dating: Hello Friend, Your credit score has changed. Update your info immediately. Don't wait!",spam
"Invoice: Just checking in, I'll be out of office next week for vacation. Thanks,",ham
"Dating: Hello Friend, Nigerian Prince needs assistance transferring funds. Keep 10%. Apply now,",spam
"Winner!: Hello Friend, Invest in Bitcoin now and double your money in 24 hours. Unsubscribe here.",spam
"Free Gift: Dear Customer, Exclusive offer: Get a free iPhone if you complete this survey. Don't wait!",spam
"URGENT: Dear Customer, You have a new secure message. Click link to read. Unsubscribe here.",spam
Crypto: URGENT NOTICE: Exclusive offer: Get a free iPhone if you complete this survey. Don't wait!,spam
"Invoice: Hello, Can you review my pull request when you have a moment? Regards,",ham
Dating: Congratulations! Nigerian Prince needs assistance transferring funds. Keep 10%. Unsubscribe here.,spam
Free Gift: URGENT NOTICE: Your credit score has changed. Update your info immediately. Unsubscribe here.,spam
"Family: Good morning, Let's grab lunch at the new place downstairs. Regards,",ham
"Notes: Just checking in, Are we still on for the meeting at 10 AM tomorrow? Thanks,",ham
Investment: Congratulations! Your account has been flagged for suspicious activity. Verify now. Act immediately!,spam
Free Gift: URGENT NOTICE: Invest in Bitcoin now and double your money in 24 hours. Unsubscribe here.,spam
Dating: URGENT NOTICE: Invest in Bitcoin now and double your money in 24 hours. Act immediately!,spam
"URGENT: Dear Customer, Nigerian Prince needs assistance transferring funds. Keep 10%. Unsubscribe here.",spam
"Lunch?: Hi team, Are we still on for the meeting at 10 AM tomorrow? Best,",ham
"Lunch?: Hey, Can you send over the updated slide deck? Thanks,",ham
"Dating: Hello Friend, Your credit score has changed. Update your info immediately. Don't wait!",spam
"URGENT: Hello Friend, Exclusive offer: Get a free iPhone if you complete this survey. Click here now!",spam
"Meeting: Hello, Can you send over the updated slide deck? See you soon,",ham
Dating: URGENT NOTICE: You have a new secure message. Click link to read. Don't wait!,spam
"Crypto: Dear Customer, Hot singles in your area want to meet you tonight! Act immediately!",spam
"Resume: Hey, The invoice #1023 has been paid successfully. Regards,",ham
"URGENT: Hello Friend, Your account has been flagged for suspicious activity. Verify now. Act immediately!",spam
"Project Update: Hello, Can you send over the updated slide deck? Cheers,",ham
"Free Gift: Dear Customer, Exclusive offer: Get a free iPhone if you complete this survey. Don't wait!",spam
"Resume: Hi team, The invoice #1023 has been paid successfully. Cheers,",ham
"Dating: Dear Customer, Your account has been flagged for suspicious activity. Verify now. Unsubscribe here.",spam
"Crypto: Hello Friend, Lose 10 lbs in 2 days with this miracle pill! Unsubscribe here.",spam
"Notes: Hello, Can you review my pull request when you have a moment? Regards,",ham
"Vacation: Hi team, Can you send over the updated slide deck? Cheers,",ham
"Q3 Report: Just checking in, Great job on the presentation today! Regards,",ham
Dating: Congratulations! Lose 10 lbs in 2 days with this miracle pill! Don't wait!,spam
"Resume: Just checking in, Great job on the presentation today! Cheers,",ham
Investment: Congratulations! Hot singles in your area want to meet you tonight! Act immediately!,spam
"Crypto: Congratulations! Your account has been flagged for suspicious activity. Verify now. Apply now,",spam
"Q3 Report: Just checking in, Let's grab lunch at the new place downstairs. Regards,",ham
"Vacation: Hello, Great job on the presentation today! Best,",ham
"Verify Account: Attention! Hot singles in your area want to meet you tonight! Apply now,",spam
Loan Offer: URGENT NOTICE: Hot singles in your area want to meet you tonight! Click here now!,spam
"Invoice: Good morning, Are we still on for the meeting at 10 AM tomorrow? Best,",ham
Verify Account: URGENT NOTICE: You have a new secure message. Click link to read. Don't wait!,spam
Verify Account: URGENT NOTICE: Lose 10 lbs in 2 days with this miracle pill! Don't wait!,spam
"Dating: URGENT NOTICE: Invest in Bitcoin now and double your money in 24 hours. Apply now,",spam
"Vacation: Hello, Please find the attached document regarding the Q3 sales. See you soon,",ham
Investment: URGENT NOTICE: Hot singles in your area want to meet you tonight! Click here now!,spam
Dating: Attention! Nigerian Prince needs assistance transferring funds. Keep 10%. Click here now!,spam
"Verify Account: URGENT NOTICE: Your credit score has changed. Update your info immediately. Apply now,",spam
"Free Gift: Dear Customer, Nigerian Prince needs assistance transferring funds. Keep 10%. Don't wait!",spam
"Vacation: Hi team, Are we still on for the meeting at 10 AM tomorrow? Best,",ham
"Q3 Report: Hi team, Are we still on for the meeting at 10 AM tomorrow? Cheers,",ham
"Q3 Report: Just checking in, Great job on the presentation today! Thanks,",ham
"Meeting: Dear colleague, Great job on the presentation today! Thanks,",ham
"Meeting: Good morning, Can you send over the updated slide deck? See you soon,",ham
"Invoice: Hi team, Let's grab lunch at the new place downstairs. Thanks,",ham
"Verify Account: Hello Friend, Your credit score has changed. Update your info immediately. Unsubscribe here.",spam
"Investment: Attention! You have a new secure message. Click link to read. Apply now,",spam
"Notes: Good morning, The invoice #1023 has been paid successfully. See you soon,",ham
"Vacation: Just checking in, Can you review my pull request when you have a moment? Cheers,",ham
Verify Account: Congratulations! Exclusive offer: Get a free iPhone if you complete this survey. Act immediately!,spam
Investment: Congratulations! Exclusive offer: Get a free iPhone if you complete this survey. Unsubscribe here.,spam
Dating: Congratulations! Invest in Bitcoin now and double your money in 24 hours. Unsubscribe here.,spam
Verify Account: Attention! Hot singles in your area want to meet you tonight! Don't wait!,spam
Winner!: URGENT NOTICE: Your account has been flagged for suspicious activity. Verify now. Act immediately!,spam
"Project Update: Hello, Let's grab lunch at the new place downstairs. Cheers,",ham
"Lunch?: Good morning, Let's grab lunch at the new place downstairs. Best,",ham
"Q3 Report: Just checking in, Please find the attached document regarding the Q3 sales. Thanks,",ham
"Meeting: Hello, Please find the attached document regarding the Q3 sales. Cheers,",ham
"Lunch?: Good morning, Please find the attached document regarding the Q3 sales. Regards,",ham
"Crypto: URGENT NOTICE: Your credit score has changed. Update your info immediately. Apply now,",spam
"Resume: Hey, Are we still on for the meeting at 10 AM tomorrow? Cheers,",ham
Verify Account: Congratulations! Your account has been flagged for suspicious activity. Verify now. Don't wait!,spam
"Crypto: Dear Customer, Lose 10 lbs in 2 days with this miracle pill! Unsubscribe here.",spam
"Lunch?: Just checking in, Great job on the presentation today! See you soon,",ham
"Invoice: Hi team, Can you send over the updated slide deck? Cheers,",ham
Winner!: Attention! Hot singles in your area want to meet you tonight! Click here now!,spam
"Verify Account: Attention! Invest in Bitcoin now and double your money in 24 hours. Apply now,",spam
Verify Account: Congratulations! Your credit score has changed. Update your info immediately. Click here now!,spam
"Project Update: Hey, Are we still on for the meeting at 10 AM tomorrow? Best,",ham
"Invoice: Hi team, Can you review my pull request when you have a moment? Regards,",ham
"Lunch?: Dear colleague, I'll be out of office next week for vacation. Regards,",ham
Investment: Congratulations! Lose 10 lbs in 2 days with this miracle pill! Unsubscribe here.,spam
"Notes: Good morning, The invoice #1023 has been paid successfully. Best,",ham
Crypto: URGENT NOTICE: Exclusive offer: Get a free iPhone if you complete this survey. Don't wait!,spam
"Family: Dear colleague, Great job on the presentation today! Best,",ham
"Meeting: Hey, I'll be out of office next week for vacation. See you soon,",ham
"Dating: URGENT NOTICE: You have won a lottery prize of $5,000,000! Click here to claim. Don't wait!",spam
"Notes: Dear colleague, Here are the notes from yesterday's brainstorming session. Thanks,",ham
"Meeting: Just checking in, Let's grab lunch at the new place downstairs. Regards,",ham
"Lunch?: Hi team, Let's grab lunch at the new place downstairs. Regards,",ham
"Lunch?: Hello, Great job on the presentation today! Best,",ham
"Invoice: Dear colleague, I'll be out of office next week for vacation. Best,",ham
Crypto: Attention! Your account has been flagged for suspicious activity. Verify now. Don't wait!,spam
"Investment: Dear Customer, You have a new secure message. Click link to read. Act immediately!",spam
"Verify Account: Hello Friend, You have won a lottery prize of $5,000,000! Click here to claim. Unsubscribe here.",spam
"Winner!: Dear Customer, Nigerian Prince needs assistance transferring funds. Keep 10%. Don't wait!",spam
Investment: Attention! You have a new secure message. Click link to read. Act immediately!,spam
"Free Gift: Dear Customer, Lose 10 lbs in 2 days with this miracle pill! Click here now!",spam
Dating: Congratulations! Invest in Bitcoin now and double your money in 24 hours. Act immediately!,spam
"Project Update: Hey, Are we still on for the meeting at 10 AM tomorrow? See you soon,",ham
Winner!: Attention! You have a new secure message. Click link to read. Click here now!,spam
"Meeting: Hey, Can you send over the updated slide deck? See you soon,",ham
"Project Update: Hi team, Are we still on for the meeting at 10 AM tomorrow? Regards,",ham
"Meeting: Good morning, Are we still on for the meeting at 10 AM tomorrow? Best,",ham
"Lunch?: Hey, Great job on the presentation today! Thanks,",ham
"Loan Offer: URGENT NOTICE: You have won a lottery prize of $5,000,000! Click here to claim. Apply now,",spam
"Resume: Dear colleague, Let's grab lunch at the new place downstairs. Best,",ham
"Notes: Just checking in, Great job on the presentation today! Best,",ham
"Q3 Report: Dear colleague, Here are the notes from yesterday's brainstorming session. See you soon,",ham
Verify Account: URGENT NOTICE: Your credit score has changed. Update your info immediately. Click here now!,spam
Loan Offer: Congratulations! Your account has been flagged for suspicious activity. Verify now. Click here now!,spam
Crypto: Congratulations! Lose 10 lbs in 2 days with this miracle pill! Click here now!,spam
Winner!: Attention! You have a new secure message. Click link to read. Act immediately!,spam
Crypto: Congratulations! Lose 10 lbs in 2 days with this miracle pill! Act immediately!,spam
"Verify Account: Hello Friend, Exclusive offer: Get a free iPhone if you complete this survey. Click here now!",spam
Loan Offer: URGENT NOTICE: Invest in Bitcoin now and double your money in 24 hours. Act immediately!,spam
"Vacation: Hi team, Here are the notes from yesterday's brainstorming session. Thanks,",ham
"Family: Hey, Here are the notes from yesterday's brainstorming session. See you soon,",ham
"URGENT: Dear Customer, Lose 10 lbs in 2 days with this miracle pill! Unsubscribe here.",spam
"Q3 Report: Just checking in, Great job on the presentation today! Thanks,",ham
Winner!: Attention! Lose 10 lbs in 2 days with this miracle pill! Don't wait!,spam
"Loan Offer: Dear Customer, Hot singles in your area want to meet you tonight! Act immediately!",spam
Investment: Congratulations! Nigerian Prince needs assistance transferring funds. Keep 10%. Click here now!,spam
"Meeting: Good morning, Great job on the presentation today! Best,",ham
Dating: URGENT NOTICE: Your credit score has changed. Update your info immediately. Click here now!,spam
"Vacation: Hello, The invoice #1023 has been paid successfully. Best,",ham
Dating: URGENT NOTICE: Hot singles in your area want to meet you tonight! Unsubscribe here.,spam
"Loan Offer: URGENT NOTICE: Your account has been flagged for suspicious activity. Verify now. Apply now,",spam
"Free Gift: Dear Customer, Your account has been flagged for suspicious activity. Verify now. Click here now!",spam
"Project Update: Hey, Let's grab lunch at the new place downstairs. Thanks,",ham
"Lunch?: Hey, Please find the attached document regarding the Q3 sales. Cheers,",ham
"Project Update: Dear colleague, Can you send over the updated slide deck? Thanks,",ham
Verify Account: Attention! Your account has been flagged for suspicious activity. Verify now. Act immediately!,spam
"Project Update: Hey, Please find the attached document regarding the Q3 sales. See you soon,",ham
"Q3 Report: Just checking in, Please find the attached document regarding the Q3 sales. Thanks,",ham
"Notes: Hi team, Here are the notes from yesterday's brainstorming session. Thanks,",ham
"Project Update: Hello, Here are the notes from yesterday's brainstorming session. Regards,",ham
"Family: Hi team, Here are the notes from yesterday's brainstorming session. Thanks,",ham
"Q3 Report: Dear colleague, Great job on the presentation today! Best,",ham
Loan Offer: URGENT NOTICE: Nigerian Prince needs assistance transferring funds. Keep 10%. Unsubscribe here.,spam
"Vacation: Good morning, I'll be out of office next week for vacation. Thanks,",ham
"Resume: Good morning, Let's grab lunch at the new place downstairs. Regards,",ham
"Invoice: Hi team, Are we still on for the meeting at 10 AM tomorrow? Regards,",ham
"Dating: URGENT NOTICE: Your credit score has changed. Update your info immediately. Apply now,",spam
"Notes: Just checking in, Can you review my pull request when you have a moment? See you soon,",ham
"Meeting: Good morning, Are we still on for the meeting at 10 AM tomorrow? Regards,",ham
"Free Gift: Dear Customer, Nigerian Prince needs assistance transferring funds. Keep 10%. Apply now,",spam
"Q3 Report: Hello, Can you review my pull request when you have a moment? Best,",ham
"Verify Account: Attention! You have a new secure message. Click link to read. Apply now,",spam
"Invoice: Just checking in, Great job on the presentation today! Best,",ham
URGENT: URGENT NOTICE: Nigerian Prince needs assistance transferring funds. Keep 10%. Click here now!,spam
"Resume: Hi team, Are we still on for the meeting at 10 AM tomorrow? Regards,",ham
"Crypto: Dear Customer, Exclusive offer: Get a free iPhone if you complete this survey. Click here now!",spam
"Notes: Hey, The invoice #1023 has been paid successfully. Cheers,",ham
Free Gift: URGENT NOTICE: Exclusive offer: Get a free iPhone if you complete this survey. Act immediately!,spam
"Project Update: Good morning, Please find the attached document regarding the Q3 sales. Cheers,",ham
"Family: Dear colleague, The invoice #1023 has been paid successfully. Thanks,",ham
"Notes: Hi team, I'll be out of office next week for vacation. Cheers,",ham
"Family: Good morning, Can you send over the updated slide deck? Regards,",ham
"Project Update: Hello, Can you review my pull request when you have a moment? Regards,",ham
Loan Offer: URGENT NOTICE: Lose 10 lbs in 2 days with this miracle pill! Click here now!,spam
Loan Offer: URGENT NOTICE: Lose 10 lbs in 2 days with this miracle pill! Act immediately!,spam
"Family: Hello, Let's grab lunch at the new place downstairs. Best,",ham
"Project Update: Good morning, The invoice #1023 has been paid successfully. Regards,",ham
Verify Account: URGENT NOTICE: Hot singles in your area want to meet you tonight! Unsubscribe here.,spam
"Verify Account: Congratulations! Hot singles in your area want to meet you tonight! Apply now,",spam
"Notes: Good morning, I'll be out of office next week for vacation. Thanks,",ham
"Family: Hey, Let's grab lunch at the new place downstairs. Regards,",ham
"Investment: Attention! Your account has been flagged for suspicious activity. Verify now. Apply now,",spam
"Verify Account: Hello Friend, Invest in Bitcoin now and double your money in 24 hours. Don't wait!",spam
"Dating: Dear Customer, You have won a lottery prize of $5,000,000! Click here to claim. Unsubscribe here.",spam
"Invoice: Hello, Can you send over the updated slide deck? See you soon,",ham
"Winner!: Congratulations! Lose 10 lbs in 2 days with this miracle pill! Apply now,",spam
"Q3 Report: Good morning, Can you send over the updated slide deck? Thanks,",ham
Free Gift: Attention! Invest in Bitcoin now and double your money in 24 hours. Click here now!,spam
"Lunch?: Just checking in, Please find the attached document regarding the Q3 sales. Regards,",ham
Verify Account: URGENT NOTICE: Invest in Bitcoin now and double your money in 24 hours. Don't wait!,spam
"Vacation: Dear colleague, Let's grab lunch at the new place downstairs. Cheers,",ham
"Lunch?: Hi team, Here are the notes from yesterday's brainstorming session. Regards,",ham
"Notes: Just checking in, Here are the notes from yesterday's brainstorming session. Thanks,",ham
"Resume: Just checking in, Are we still on for the meeting at 10 AM tomorrow? Best,",ham
URGENT: Attention! Your credit score has changed. Update your info immediately. Click here now!,spam
"Project Update: Dear colleague, Can you send over the updated slide deck? Cheers,",ham
"Lunch?: Good morning, Can you review my pull request when you have a moment? Regards,",ham
"Resume: Hey, Let's grab lunch at the new place downstairs. Thanks,",ham
"URGENT: URGENT NOTICE: You have won a lottery prize of $5,000,000! Click here to claim. Click here now!",spam
"Project Update: Just checking in, Let's grab lunch at the new place downstairs. See you soon,",ham
"Vacation: Hi team, Here are the notes from yesterday's brainstorming session. See you soon,",ham
"Q3 Report: Good morning, Let's grab lunch at the new place downstairs. See you soon,",ham
"Verify Account: Congratulations! Your account has been flagged for suspicious activity. Verify now. Apply now,",spam
Free Gift: Attention! Your account has been flagged for suspicious activity. Verify now. Unsubscribe here.,spam
"Project Update: Hello, The invoice #1023 has been paid successfully. Regards,",ham
Free Gift: URGENT NOTICE: Hot singles in your area want to meet you tonight! Don't wait!,spam
Crypto: Congratulations! You have a new secure message. Click link to read. Act immediately!,spam
"Resume: Hello, I'll be out of office next week for vacation. Best,",ham
"Project Update: Hi team, Are we still on for the meeting at 10 AM tomorrow? Cheers,",ham
Dating: Congratulations! Invest in Bitcoin now and double your money in 24 hours. Click here now!,spam
"Winner!: Attention! You have won a lottery prize of $5,000,000! Click here to claim. Unsubscribe here.",spam
"Free Gift: Congratulations! You have won a lottery prize of $5,000,000! Click here to claim. Click here now!",spam
"Project Update: Hey, Are we still on for the meeting at 10 AM tomorrow? Regards,",ham
"Lunch?: Hey, Here are the notes from yesterday's brainstorming session. Best,",ham
Free Gift: URGENT NOTICE: Your credit score has changed. Update your info immediately. Unsubscribe here.,spam
Investment: Congratulations! Nigerian Prince needs assistance transferring funds. Keep 10%. Act immediately!,spam
"Resume: Hey, Are we still on for the meeting at 10 AM tomorrow? Regards,",ham
"Vacation: Dear colleague, I'll be out of office next week for vacation. See you soon,",ham
"Resume: Good morning, Let's grab lunch at the new place downstairs. Best,",ham
"URGENT: URGENT NOTICE: Hot singles in your area want to meet you tonight! Apply now,",spam
Crypto: Attention! Nigerian Prince needs assistance transferring funds. Keep 10%. Don't wait!,spam
"Meeting: Good morning, Can you send over the updated slide deck? Thanks,",ham
"Verify Account: Hello Friend, Your credit score has changed. Update your info immediately. Act immediately!",spam
Loan Offer: Congratulations! Invest in Bitcoin now and double your money in 24 hours. Unsubscribe here.,spam
"Resume: Hello, Are we still on for the meeting at 10 AM tomorrow? Cheers,",ham
"Dating: URGENT NOTICE: Invest in Bitcoin now and double your money in 24 hours. Apply now,",spam
"Family: Just checking in, Let's grab lunch at the new place downstairs. Regards,",ham
"Winner!: Hello Friend, Lose 10 lbs in 2 days with this miracle pill! Apply now,",spam
Loan Offer: Attention! Hot singles in your area want to meet you tonight! Act immediately!,spam
Investment: URGENT NOTICE: Your account has been flagged for suspicious activity. Verify now. Don't wait!,spam
"Crypto: Dear Customer, You have won a lottery prize of $5,000,000! Click here to claim. Don't wait!",spam
Investment: Congratulations! Your account has been flagged for suspicious activity. Verify now. Unsubscribe here.,spam
"Free Gift: Hello Friend, Nigerian Prince needs assistance transferring funds. Keep 10%. Don't wait!",spam
"Free Gift: Hello Friend, Your credit score has changed. Update your info immediately. Don't wait!",spam
"Resume: Hey, Let's grab lunch at the new place downstairs. Thanks,",ham
"Investment: Dear Customer, Nigerian Prince needs assistance transferring funds. Keep 10%. Apply now,",spam
"Loan Offer: Congratulations! Your credit score has changed. Update your info immediately. Apply now,",spam
"Family: Just checking in, Great job on the presentation today! Thanks,",ham
"Q3 Report: Hey, I'll be out of office next week for vacation. Cheers,",ham
"Q3 Report: Dear colleague, Please find the attached document regarding the Q3 sales. Best,",ham
"Vacation: Good morning, Please find the attached document regarding the Q3 sales. Cheers,",ham
Investment: Attention! Lose 10 lbs in 2 days with this miracle pill! Unsubscribe here.,spam
Winner!: Attention! You have a new secure message. Click link to read. Click here now!,spam
"Winner!: Attention! Hot singles in your area want to meet you tonight! Apply now,",spam
"Investment: Attention! You have won a lottery prize of $5,000,000! Click here to claim. Act immediately!",spam
"Notes: Hi team, Here are the notes from yesterday's brainstorming session. Thanks,",ham
"Q3 Report: Hello, Let's grab lunch at the new place downstairs. Thanks,",ham
"Invoice: Hello, Let's grab lunch at the new place downstairs. Thanks,",ham
"Project Update: Dear colleague, Can you review my pull request when you have a moment? Regards,",ham
"Vacation: Hey, Are we still on for the meeting at 10 AM tomorrow? Cheers,",ham
"Vacation: Hi team, Please find the attached document regarding the Q3 sales. Thanks,",ham
"Free Gift: Dear Customer, Your credit score has changed. Update your info immediately. Apply now,",spam
Verify Account: Attention! Exclusive offer: Get a free iPhone if you complete this survey. Click here now!,spam
"Project Update: Dear colleague, Great job on the presentation today! Cheers,",ham
"Winner!: Hello Friend, Your credit score has changed. Update your info immediately. Act immediately!",spam
